Power_t_2,Gas pressure diff._t_5,Measured speed_t_2
-2090244.4888852593,0.9131075790490025,-874687.0313817556
-1595122.2215941104,2.448240489515115,-648476.8513102233
-1180561.5280622141,1.071394162818347,-776998.2112738274
227675.56659064954,-2.548631574685516,319158.0365570356
2472716.733367511,2.66088765027537,918247.197837326
1703843.0748311733,1.8141251709202242,790707.5827095715
772497.9188459163,-0.8880348985313715,197414.0578176441
1967288.8078685685,2.107705530957896,677990.4254811737
1985654.0746207624,1.2445970284207708,737463.05888501
-825083.1537643105,-1.273224546851035,-130709.72585319597
-825083.1537643105,-1.273224546851035,-130709.72585319597
-1826905.0588336035,5.149449488670118,-842332.3290380848
3134822.7505660444,-3.507002515633181,1390040.450148239
2918598.715621047,-0.3703363043426964,933655.9904078689
2200073.654074215,0.39708875067575,778439.4983099387
1618067.0636780905,4.0896496400848275,790144.0262347728
3015992.810881389,0.6540917879999819,1176096.087435136
3036848.6067058723,0.6474843585768308,1187894.0218043507
2925643.644077541,1.6326547765190926,1108431.125259052
2925643.644077541,1.6326547765190926,1108431.125259052
1875616.980113518,-1.0343830028539562,1122448.9943963662
1370429.2536127833,4.337013088209262,436033.17062818445
1245725.8947494074,3.484994418509551,497843.9342076628
975625.5604019635,2.8023000827645363,437824.31122544646
-1972260.9909590816,0.2558178538819448,-738344.22611267
-138415.16902593127,1.6567208246184193,-172462.25428730695
402877.19293508015,0.7607714091209361,36923.41954824768
-153233.39355777,1.677985938425694,-87735.93912788059
404778.2430190458,1.0521742936472147,5434.700363317621
-524755.0582252282,-0.7405087561881639,190463.34149118807
620307.1005311054,1.0320167286326152,-224839.35571500604
690539.1488948314,1.5493739016053378,-182616.63747735642
-75318.58864631399,0.1317701878597909,407044.84848475736
269382.17033879075,-1.5260246858198048,-49791.72282523001
-1863042.85570375,-0.6704846016040417,-707119.7872566769
-2247685.7545627635,-1.1826273150927036,-930416.7746079725
1140427.1179845564,3.420271921450892,904355.7688442589
1712486.2804637523,3.1749947804003464,617840.2990563449
871523.0138886127,0.38942610417368995,441378.28078754037
987326.4243753696,2.576133528073086,436510.54500549514
860129.8655216304,2.256962074982571,203613.97418879718
826019.2448713591,2.8253412836685596,677803.9443989107
1643296.196976598,2.901719924865686,433684.3824007384
1546578.933346177,2.897570687864856,492211.6042482278
982290.7242821633,2.6433336696978795,686757.4165001422
1257277.0642564096,-0.10289723125146855,276504.52311386267
-2264773.3349118,5.15824055448152,-582920.8986757628
-2307700.5470960215,5.133587389396626,-703551.7393065467
-1420533.21171425,3.6092016632795665,-926169.4779298962
259435.610406972,4.071264659855197,-62019.55061992508
-609544.9181305062,3.5665708563258582,-110673.76360771451
-1475079.0971316914,1.2658463324919782,-602010.3985641467
167981.8244831374,1.3025539195888154,124924.08931172456
-307883.537410801,0.8418077490459474,-391800.5355853307
-307883.537410801,0.8418077490459474,-391800.5355853307
1898946.552672973,2.1749076670578193,467292.08310095186
580953.4142042873,1.3204496118415094,527227.966714668
752581.9106294306,1.166596093510468,458978.0344820481
866964.9807170375,1.1499659037205727,445869.3919900547
1093503.3151807364,0.14469462301888703,227100.9014193946
-229494.73731621704,1.2471864871608402,307573.43085439084
162146.59275577223,1.3234951684609482,196244.93920347068
389855.0507569912,1.1499922943127707,381804.7037320791
530196.305849962,1.2672074794347912,-178208.43343184824
134972.5594715044,4.585997086495193,351707.42357741174
385978.60953420796,4.222304297119548,234741.2376952736
2296616.2590072923,3.129138610455618,689045.8505994529
-432490.5027306691,-1.227178957768459,277187.024616459
707266.7872682963,5.022129927383085,524372.5166992968
769642.7083347605,7.050926429496398,140476.15970509284
612584.4932454039,5.525031840250556,412682.4272834084
36998.979895099415,4.063955607575183,439100.93765598565
-2656343.408053335,-1.0514964402807623,-1154821.7788436592
-2607226.2421113686,-1.5368654579638605,-1128794.394815104
406901.15539055434,5.340146775569025,263472.7117486798
1824823.0033282025,3.4180238624073134,453699.9059028592
1278921.7286694697,2.3783659213893147,195371.24625151948
342984.2505136435,3.0989751412073403,358449.7482171925
239243.82829814625,0.49860443079794836,206685.04341314646
-133556.83617942664,3.5640285392002244,216760.33266722184
154931.27384550194,2.7730715349789863,25820.603955461993
-296004.45244996407,3.282798737364287,-112595.76667602418
-1261815.6528758954,1.9163164642819053,-470191.3040546812
1510713.8835372115,2.2037018331357263,692946.4772835566
1558147.9043786786,0.9253057252241064,414962.1355485746
-865205.9808740893,0.4952071240062083,-114903.7082704755
-1873891.4299907158,0.583798295719729,-604727.7600306083
-1555359.8766036523,1.2109387569724313,-723344.0067982624
-1214714.6370509814,-0.8052451664114301,-554924.2307086885
-503748.4958538155,-0.4073763374518501,-89556.86806203691
658124.1354889842,2.547472159823849,52432.61093001425
-885299.7065896546,4.417366333848918,-334198.6995790311
-885299.7065896546,4.417366333848918,-334198.6995790311
-771071.6780957785,3.303113398566127,-104408.5025442426
-755485.4874127451,3.2281077214985667,-101242.3085809333
-595993.1216185391,-0.028139311761962715,-361654.90758129605
-1161189.0825841734,-0.024921692623420654,-489355.5092282179
-484804.0837789082,-0.7897884884723911,-455336.2180578696
-1349322.9170919494,0.08848441232667403,-206052.4251639595
-156923.1623644989,2.6535583332198875,183532.5989168227
-156923.1623644989,2.6535583332198875,183532.5989168227
802628.2665038437,-1.456331830242462,148833.1108992955
-595886.458377258,-2.627851187875743,10104.159933025378
-2273191.7130512437,5.048525489227545,-851372.0644635978
-2273191.7130512437,5.048525489227545,-851372.0644635978
-898603.409587385,-2.035396822588825,-238686.34268705375
1045249.7561760183,2.0455924986770935,287989.63494624867
-781015.4461306989,0.010841267026613439,-345291.8707993424
174897.693233444,2.7560353709627115,992.3596537455742
-1486594.8113698578,0.29540662940375517,-699803.2782614802
-966599.3135673184,0.07591535618268577,-409424.249091477
1615164.7041129675,2.8695732030947,653149.6917532049
-1133690.38090514,0.05718643166062298,-420827.6344727817
876551.5988137654,1.5017562412210665,523117.39361514396
876551.5988137654,1.5017562412210665,523117.39361514396
323729.08199253574,-1.7609409107752918,16592.287947205434
-1787627.3255005924,4.8049439156726415,-828471.1192427784
-1409157.6622950798,3.988392899803209,-949617.8495136612
-1167590.9709564364,1.158607798786241,-165992.89147613704
-745054.9099750578,-0.8210187523121435,-79646.88377744501
-1981142.0700407375,0.5486350665878201,-852530.337159967
-2692806.1811708403,0.7163191206040744,-584682.5183579068
-588641.4376972865,2.5429779474902454,-394692.40022708615
-296059.59035516117,2.8162133141995778,-113560.87686830052
-570239.6046602081,3.125853646183395,71321.60110216489
-491224.58626427536,4.2897374599551945,-90287.33658005175
-1079954.5724670817,1.4223714408696144,-533414.2821030291
3423257.3622919717,1.9057217147988228,1465834.6551383012
3273578.755935596,2.4396857548038184,1351494.3390711385
3155562.503395438,2.588963878627277,1428369.1131933774
3055415.925746423,3.0458121436008474,1032930.8278392137
764709.0134557487,-1.8758297105013595,530270.5059026589
-529805.819287143,-0.3850541438602526,-153746.6116363857
-529805.819287143,-0.3850541438602526,-153746.6116363857
1045936.250468428,2.7578390756471105,336641.53288036975
-1938635.7812210005,1.6501079208351006,-763891.557663241
2064993.949278835,2.0250822701138085,788124.5970778876
-1503742.9661633675,1.7655557371744384,-613530.5159425772
740214.3146774449,-0.2749615969528594,96421.04321089032
-394655.9885919996,3.7954372877933586,-152940.1213497561
-819415.8390017869,3.3477265978024935,-349798.19475357805
-1828132.3972089605,-0.44784903676047905,-715756.7336128727
-2382126.7052082503,2.131839954935656,-902508.0365278154
839683.3631095976,0.486030068885644,190937.8051428441
839683.3631095976,0.486030068885644,190937.8051428441
622096.2293953615,1.6565735580387637,397174.0810857273
1675800.6623119698,0.06421118341876852,625371.6819266197
1206668.4062929065,3.5345096193122183,109731.47017537168
1595256.4168885392,-0.0006164834749775583,627731.1587512095
-224385.12062878624,1.87660662977218,-493452.0893566747
1032693.2361292581,2.3117892972106704,15521.5554610672
355168.0170925429,1.2580397567840578,304981.6858460788
-228526.3770451338,1.1958357372867237,175448.751267711
-400580.548440807,1.6074571627263239,45574.43107192013
-135003.85774017317,-0.185946955209077,-78531.85038287632
-1521573.5283312895,-0.3258931552050932,-566528.3002028477
-803859.1800814078,2.6977199490933756,-178263.95402716432
1616094.723718857,0.952780873069067,561929.1070413097
-972065.8854003908,0.19917425818877765,-273254.43587386055
-286705.00684429496,2.717876490134893,5664.8797154481
-267577.0555459652,1.3948171107366458,-100888.92219751784
1470170.7725479116,2.7215191466044937,559904.3512659557
1470170.7725479116,2.7215191466044937,559904.3512659557
-1365274.9628380053,1.9828831653621126,-446074.7119825373
1111709.3631871976,1.1506752062184535,541727.6996532241
775089.4971109536,1.90536657961234,229050.4493267011
903041.1990124057,2.1247122605628572,499591.25684157305
903041.1990124057,2.1247122605628572,499591.25684157305
633727.9976199538,-0.23774474753562735,3935.383936533355
-253913.16720179713,3.263100867654588,-353280.0121204096
-2088592.3452989296,0.15798859970700185,-617445.1453575053
-1170333.672632826,0.8156682626941932,-621041.9240550259
-1248957.7236323603,4.2815046961308845,-678115.5457736362
-1516674.6883513015,3.9248053905596936,-487909.5771957264
627345.9185286344,-0.8848061382223689,473203.17530981323
401371.155778488,5.0912022512508255,-104842.40698884655
33653.9033122558,4.46906371910805,-241163.25356611452
-883867.5137389333,2.7433095446342266,-520511.0820472193
-2057974.2012517073,1.756022309226565,-709152.6026546054
-2618017.418575761,0.4410536185251985,-981179.8841075792
-2887819.4218327645,0.5618810416414906,-1148982.5267996525
40642.90876987274,-0.6354594041510689,186177.6472462223
27847.01846811851,0.27327204342626266,412757.5064558884
572635.9944459561,0.6990316136164663,292379.70212310477
-1352102.2928881827,-0.5803073439198847,-206474.30431539367
-379937.31875545974,4.936360573531631,-308101.82810936915
-1757469.8426371135,0.6324029442667254,-396097.95848112146
1666325.7172199471,-1.9674967362237865,305464.5719362119
-154755.4305049976,-0.47095462253263953,167632.65191259483
-277438.99356031866,0.5321653902774328,-227609.99571957233
-557920.674135849,2.12507565865535,-36496.37972850367
14423.560660826275,0.9486184383279722,27978.512317295535
1118068.7243932716,0.9237701190831714,315616.47425172635
516906.7134256776,-0.7459583885512958,45958.513392394496
-2292854.86582357,3.4065393283319754,-763216.6109661853
-2473422.4940078785,3.50450203133371,-731789.9089404991
-1519589.3541567177,0.07639571257006683,-612298.5353281187
-1013420.5552536082,2.6129175121109727,-344652.27200767933
-1275167.7987053301,1.2375858530618895,-657669.926604466
-345271.280530627,1.0849897648327995,25328.671238187526
254075.72831712,2.442768873712885,-36819.61632550549
1057043.7575622096,0.5351660865249337,286888.98767343623
609243.5391995492,0.4201355920561723,641366.3614880643
-334918.22537689307,-1.4299643928919539,-204894.7947830016
2900712.7468193886,4.128236298413569,1063557.2225621329
1202550.8466083563,3.1060523246067557,381300.22222554934
2279010.1340741175,2.5531811712700305,635026.7192207167
2279010.1340741175,2.5531811712700305,635026.7192207167
212475.5537622255,0.032615135748231106,-17130.428935792123
253702.32445820665,-1.3446102076475894,26985.600807205345
70044.15433505789,-1.9504345825921086,181901.03394331658
238680.86381869484,-1.169460083756469,235526.95842754628
238680.86381869484,-1.169460083756469,235526.95842754628
327060.1956835731,0.23977655739799786,301062.43635722686
-191701.1497517721,2.0994546349145287,220231.99639502552
1320526.9191364374,1.7840519905614773,20923.790681228274
-503713.5697295882,2.833076029983761,-410001.038764987
-439554.69696893374,3.4307263914922705,131571.88041258152
-662156.7658427348,3.865002388571633,-342139.4631488522
-875366.2895952029,-1.0500305054560193,-108132.13060507375
357684.4785566803,-1.9663900972315878,-16683.769461697375
1723667.1484104102,5.206444256391526,654912.8885808499
1924716.064156266,1.2635039691342183,882384.0606142568
2097485.593400118,1.086154530498069,876205.1944016478
1703403.0170148597,-0.18889408738976576,606033.1433874555
860988.7082462099,3.35731926843435,321091.1878215591
-1095004.6277431794,2.8603673326539516,-266326.9024433902
-910812.2685885689,1.8674358876636235,-441763.1132629548
-1234553.8910375624,3.2331383715137774,-557827.0964426335
-402047.19102531427,0.16446898859303527,-54939.722603640956
254187.39911850527,1.3573140107448256,59415.537088371275
-259379.51613193259,6.470766218086807,16774.687750707468
-90596.52926610949,7.50986051565699,139515.33080304216
-1584159.2328204191,-0.9265291891252998,-680145.159260323
-1610249.882354653,-1.0746085359516921,-405291.68265525554
518218.61985351937,-0.043557475159619496,-210793.8466972806
454817.56626793917,-0.6828243899486917,-119539.1104483007
-569901.2422666184,-0.4765950735765087,-120895.08174570883
400737.8951339576,0.3654373013629563,-7277.731442267712
-683797.9814232212,2.0845279003701416,-326385.04382823186
1020079.1433118366,-3.545428016165433,490324.31493995554
1521003.427133282,0.6538879165845122,705795.6327850029
-333451.9232420599,3.3550123117200235,-224978.42020206887
-665773.0184397186,0.10624979576633287,-94485.23261556565
1023959.6786699985,2.704695615759411,417615.7482432926
1024662.5351436608,1.8578161479693418,341178.9408870968
-898508.1793004292,3.3863059202638217,-367595.228721972
481904.4943609075,0.0665747550812954,118791.00112685902
-243447.86320697042,-1.0864397584607122,251271.12204467013
-1172578.383215963,2.4921701524808624,-749801.2487914261
776159.0058422099,-0.9416047104812835,152198.08882927068
-259633.59666859856,-0.2569704219938669,14584.958593456773
-313338.95507905213,1.2228370101218413,-100645.04647081975
-196879.22781066288,0.9659753117780485,101939.66731470895
-1124211.473763243,0.7715656929978457,-169526.61404522962
1041554.5250321422,0.9099388446888922,420796.8262323531
-1058228.494991196,2.048661774076955,-468826.88194306503
-1482855.812436988,0.0216730608216813,-442629.77653567126
-505362.1570941473,0.1379227427951961,-355388.576709387
569286.3784501902,2.1265691823842383,494787.3997354682
-175934.22964584187,0.25344286939562444,-146320.99412792164
-175934.22964584187,0.25344286939562444,-146320.99412792164
575212.2119530025,0.7823439346373007,-4453.989612157351
-11255.292092184915,4.22981402507766,106535.48871077815
996668.6234121341,-0.013403778180722581,262084.2497902123
950843.1432428128,-0.247588656238612,249431.31202070162
-73810.95132949419,0.9683812485074454,-398009.6647083254
-663310.3671379457,0.14810085783865895,-136634.25672988512
111669.74773280276,2.7863774170168507,154936.12676220963
-293522.9141020649,2.8465185457115956,-182069.46796686627
677167.040828,2.8040104671938977,443796.02645610017
1337584.7872258062,2.9785026362033085,330684.7264789863
1271487.301384591,2.814421823883136,382575.38272255444
-1419075.4926548144,0.03885248951821518,-743455.6773079247
1136184.93429603,-0.6531031631153748,576643.0998088118
548754.2955688448,0.9944793066318615,344050.4532324163
496147.889442159,1.293355042368121,243688.5929556914
529868.2506672994,1.5707448632131387,-11853.498835612845
-131936.61760746036,0.7524781188660965,-192337.31633121392
275699.3091014794,1.8905597713417137,88515.65501083917
-222828.52644006244,0.3287112563974076,96561.59246874388
-112779.11487098165,-0.3611107544754725,-80448.79801166238
10663.817513290312,-0.5672869598301066,-119526.7568530167
-835850.7321339018,0.23089652938290817,-100153.68943472722
1201749.1722838562,1.0103062862899872,874622.8081194573
2247169.5666537336,1.3503679451120338,627465.0176235894
2195136.113211968,1.6518144645426827,701477.5577352126
1026865.3148983622,-1.9760343843548172,304570.8433999099
1688953.316904261,5.346166551799163,775617.0990967653
2452649.6499416786,0.15774005200360253,1278956.3056268096
1883421.6989084492,-0.5754314532407252,495596.09877145
-462658.80828179896,3.9291787012065327,-63116.73394248625
1652453.680475831,0.4218992039670404,654664.9624040497
2980144.8356545875,0.4657741802535164,883609.4437546639
2677173.829225277,0.9709473029707891,1191400.5980328803
2608173.5090885214,0.9688426050331662,1110747.3409582865
2300880.093728589,1.7583710913200776,1002296.630556945
-868592.5810602074,1.840539017888502,-261135.31170179273
-507443.7189366363,1.724264474011346,-171257.35405872925
-499178.79373011104,-0.6410733975693674,35762.28294375942
911015.7049139639,4.3585055898488765,326111.73279346165
223868.85172344302,-1.6725490788057242,106720.62823217572
1562509.102807017,-1.701390029526761,532068.1558537497
119833.16464883712,3.8865074873782404,-105990.64169438777
148494.23055468,4.031079047041211,175851.76370034993
1973590.709905749,3.3659472726742967,846810.6028917255
3136370.0048588817,3.5315981168636132,1160313.9696223685
3328553.0177686736,1.9404632467920098,1420427.5634999468
-3469336.565002295,0.363433897445839,-1301763.4964894564
-1026950.1259077055,1.9425524760043205,-318400.0192291326
-1069979.5113174398,-0.5469947361544776,-618128.9570683171
-2022032.1461634212,-0.15375501897186472,-597518.4079611524
8112.380973916152,4.994595294561933,-139523.8581975315
-695603.6809128139,4.7342380465711695,-91859.76854390072
1263387.7373989702,-0.12190650479891252,344438.4272194586
48809.23187939706,0.7097321334184397,43787.39725865898
-101525.59537481266,-0.6880667203251997,60141.10327543417
-1252876.0903347114,2.7917833388374653,-735073.4546956886
-124231.177289141,-0.6378240221934806,-253798.7439220922
795312.6708579136,0.657045944923751,384741.4840240204
-601803.162000952,4.010463098533279,-37464.164791845935
880014.6820635874,0.3025235368316228,258596.3934593593
880014.6820635874,0.3025235368316228,258596.3934593593
317478.570942146,2.10141147510547,230917.7562064102
-18922.03519473865,1.5094697455751231,71898.26076787061
-65772.55159134022,4.163214577524753,-308523.0975796655
-286454.72512806364,2.2491090962859674,279143.07763952424
34255.939415637054,3.1308981991336817,250254.43524966965
-7692.357610686602,3.3102280873620544,213999.40611589918
1052522.5900197187,2.7069200290285496,615639.1795891356
700853.5407307863,2.6926118835667054,532312.5947087151
712637.1468915832,0.05295014344723918,494202.9425794574
700772.1793086408,1.0165171655376657,128480.95846045522
-937105.014907761,1.7066296396161535,-213355.9937209292
1354449.1325308948,2.0977971136488973,545099.9539682353
748638.4312300419,0.9886679882879023,234579.8969841099
1579142.7771218407,1.1655848576311134,259697.56513502065
-1639749.126410082,-1.1314205879388837,-152391.4729680833
1009800.6989624517,3.05023829493547,375105.1630417631
1041839.60664218,5.357439997337514,437515.00192510133
1701797.1061718157,1.4543777364364312,674421.9405546399
678728.9507016025,0.46479930939077485,196361.74071350088
-448644.5637444499,4.910658518679244,354951.6925018659
318725.6091502524,3.7990309532387028,164201.91271694854
2010742.5613040703,6.973753422653691,682448.9892173148
-1467851.0522818663,-3.99151519965623,-679899.3703404964
-2005406.4689670913,0.24414888520755085,-740309.9713333467
-474707.4927513753,-0.8241150851852345,-433320.9977399561
-792829.7750046536,-0.9114301710410142,-314116.439602831
883685.6516753861,3.8425850043833893,411730.7188127209
105732.53445258026,4.51082734735856,182461.64886565434
-1728764.3742576211,-0.7031047507117902,-1109547.817267994
-3353049.865365896,-0.26447077918322087,-963909.0875780986
-3245498.3401018586,-0.0969448089292747,-935363.5336761947
-2874066.2091990598,-0.16152369032291303,-1312110.5345768658
-3059145.3352833106,-1.2841614787417415,-1040006.1397072019
-3081873.7302858518,-1.2134595802813906,-1176640.2329094321
747039.524194164,3.534519549430916,108401.28433966357
51173.33371659991,3.5155200627317864,234828.0256971835
1374816.3002665474,3.371399245998317,576372.5946969623
688977.7091848265,-0.5475890863227832,-63458.40851980948
910241.7130742333,0.2758178748315351,269028.3987203592
-135706.18479880912,2.8209176802065117,246491.28486499758
744639.7875867133,1.7088846711688563,-19727.496552626777
820151.3760158231,1.6434961749838963,377638.6086773004
-9016.62515833741,1.6900981485176867,119608.43957898507
1053111.2402299119,2.7762193799936954,333620.6681309736
-1214906.567087612,2.0396780964091206,-282234.3263741926
186994.7979969849,0.8661051310093306,147358.22013595584
-564305.9929705552,2.147061718033825,-191083.31081963546
-1290410.5907503876,0.5917916370750953,-302050.53256398055
-1190576.0333734157,0.7835346283528892,-246362.94175989286
1485235.294815458,2.4944272193090935,380846.29144285445
1512082.17597917,0.5825145800203666,768184.0654215666
2558277.6828087843,-0.23761839615882052,756268.4309676283
1288746.5043519943,-0.78405655096729,631746.2213414483
538078.7784887834,0.3713399109872,261587.78470279175
783347.6828096305,2.327970912881945,367446.3627268366
2479698.270981081,1.883682262227448,791304.5913299093
474330.239563592,-0.9896050253993818,341241.7666253251
-89703.87448089244,1.8246823921420794,-51644.42100362608
-422826.966662063,2.450479220278679,118821.36618612896
-208892.5125553477,0.03999496814367272,-104646.66207553248
-1748044.7511741088,2.9360489672299734,-796764.9868712199
-729260.1008087503,5.093519396681667,-48793.1857719383
631157.5879995527,3.3326935922325998,231783.0857281024
-754840.1535651578,5.4047990137942055,-362759.00291685737
-1140418.4175213252,-0.49377283384074766,-502331.30879526347
-1163173.6643916229,2.89479661645586,-643490.2050412531
-879904.7029065288,2.606063129346979,-185500.87276858007
-1252260.2663685714,-0.6671897917039462,-262464.81326132524
-1610342.3337322257,1.8613889550661038,-988507.371623503
-1610342.3337322257,1.8613889550661038,-988507.371623503
-52608.76801406592,-0.056644569064183414,-49971.25429621845
908572.8268342735,1.054634126321078,46830.310796539125
-1410763.08190089,3.201542595897847,-581518.0281449422
1198829.3984327556,1.983598533653786,729024.3313827934
1131924.0377643679,1.7966425461886206,786550.762415071
-1560935.398060768,1.2545733634545777,-502562.9880291542
-1632164.2521976938,-0.4741850931993199,-408434.2590046907
-2752250.1377346907,-0.9728429177017306,-1085929.257209908
-2801680.080955491,3.2622812354843713,-839163.7983688974
-1614375.201532878,3.212894763800935,-865566.1432665137
-1636292.8404311708,0.13387546512255843,-350246.90862332477
-1094178.8759525847,2.6468047665484775,-315233.82229628495
-1184731.463065944,2.0580413861691547,-191389.5160683483
-307728.5013701217,0.7036025496573806,-412344.58043095405
-75459.06646054066,0.40513735603290957,-393915.78340103076
433492.96551116573,0.3934119265796568,-31441.432287625474
-511934.0371962655,-1.215767668518948,53576.854354787225
1022072.3055270877,-1.3527835913889352,215010.86257555053
-1953632.211537283,4.398039951682912,-1084535.5882723755
-766020.528421147,-1.8256545548326981,-305875.9621159905
-668405.4517444157,1.8323985422202917,-219603.0659634566
