Current_t_2,Measured speed_t_2,Ref. speed_t_2
-25612.08982690986,98279.8114851272,112817.06092748136
28533.020690038593,29912.97095845602,45767.764408702365
31635.019380039263,-42376.751334712244,44911.3651396344
-46164.904061276175,-41122.94694662679,20445.849501656958
-11526.89595145861,-17446.70036754726,-155966.43678641872
10313.981381584423,23173.9198656902,-45324.50204193103
-5224.63687904315,186223.8651811133,12778.84519962508
10292.332228636227,-204130.92264316464,-96811.15165134944
-9862.04819951062,-128107.88232971488,-219622.9700728667
-12031.42615763096,-72309.7487816922,19050.964176921567
38385.805188218415,-12895.060521267216,105799.22978529589
-72476.46489686365,-202922.59947509866,-189170.56306982116
-76497.00093334331,-185119.07612969098,-229490.03713910832
-71853.93507909667,-120358.09286436855,-280250.225496222
40596.23047757559,-71427.54984947645,119564.39030968025
10163.348105119781,-67413.81094482075,-144893.55188257483
-11559.597535108556,66119.01422875209,-46104.605193893396
17809.565753852923,92293.16542893637,-29094.679216835975
43785.17016692096,35855.67733152959,216459.62268777733
-10490.003302209465,-59484.192433561744,-239492.14134271312
-7338.124845837552,-58719.495260881406,154704.2588958777
-7335.211217645153,329521.36338352435,99243.68746312801
-7335.211217645153,329521.36338352435,99243.68746312801
-23741.083047480693,218617.1960003682,164035.04371418
-45807.049990163796,353237.1818967519,294750.2734506145
-28588.703789432595,-31301.911298600127,-72343.30914139794
-25326.849837132824,36388.296533001165,8442.693564872177
37882.396784983684,-227861.00895821056,-114860.38291996262
47678.13303603722,-244104.0217630966,-145203.49420912948
-10240.736024852966,-177298.9947125099,-159742.2717140013
-40744.36828399964,-4222.4412177590275,-58965.89767251442
1799.2192262809695,-17693.51806867967,-26375.917723893188
8774.641780714623,175932.5239249241,140617.06278807332
21993.7350797619,-163826.1938177182,117218.14651950679
-31639.995222047677,98568.30103755748,107729.11430352458
-52484.28349448473,-3108.975064597238,-119591.24653764514
26397.522881565317,-307805.3709021836,-271502.02656974737
-46603.034425655365,21830.866929143434,-62705.7914613694
-42065.0919076849,-24630.77436479713,-35295.58602201969
-15631.833667986888,28380.65704089416,-34103.43956614421
-29067.862121826387,-71167.23124839687,-51107.1498577607
-9799.589533700455,-44034.123029107795,-59220.950858187745
2034.0912742939672,81450.89350249355,84041.57674664515
-5821.716128024083,161824.35583140995,77272.60007637828
-2507.5392985830013,260942.20992531156,41673.717946361
-11398.06302214651,-53976.38143848319,123047.82810576592
13970.052562311765,294249.9261613434,53700.64531871418
8410.91820030957,323457.43082014937,28897.084393349774
9050.942538152567,27645.365192562618,46336.334635091334
11852.306824718735,-34512.57453611154,-46452.24880977614
17752.157039016063,51753.17615737757,-31798.414595154893
-12481.167608115456,-75309.60049701523,-53764.35151359366
10894.482861922437,-82751.95870032189,-88627.8214770657
29065.75808022754,38821.77019991403,86294.51882706807
5356.837185788558,160290.09757267483,99108.28050258126
25186.761236140723,231978.20794885035,237303.34000660508
-38318.81279335801,-106850.80146751562,-47293.82102263198
-17517.12599480996,-69929.5079863992,-226469.76352461582
-15432.41744848127,181583.10020159173,372353.31587634294
-18563.776200059394,72702.3645442102,-255036.37962031935
27785.079342482553,-27777.181389682315,119236.40103378518
24705.005555284315,164409.47268848878,146283.48195926147
-8617.699374433065,181736.1823298367,133033.39616098354
9925.005621734703,103482.37204785665,181781.54194282182
-8385.93937066386,-324087.6327196121,-183883.8488407037
-815.2157924969242,-142476.25021049724,-4350.005154311424
5394.3539446279465,-120984.19636442543,153746.50664193096
-40593.22351052975,-239761.23690444714,12302.681950203056
32083.580489451662,-133923.4539330721,-81131.7653087623
-10694.905094714402,-34319.02876603249,-95512.35266337001
2584.4241525509933,158121.2964567535,128099.45561199347
27535.5766440808,-274227.9302120378,-82349.4399900591
38985.00441167375,-72202.93733534327,16927.641742647145
-39088.437730050915,-85346.6100150362,-50684.877727713625
51988.06090286486,-127844.76869280578,-52687.913672927694
14714.571294304696,-233176.8519542946,-21358.800069450204
28943.564093159024,644.5664556537813,144090.39597871903
23781.43857982589,82536.63285650544,47398.611177692976
17070.524044864833,74277.86258908697,118894.07906015031
25210.573954608375,46908.9012316387,-98057.34794582558
6073.3349924106915,-66388.64018208938,53104.49116662203
-25554.742989924795,-79003.2091408813,-99760.65493460806
25584.016940756737,-243990.96270965683,-77419.72449008704
27873.18613559596,-378414.6207297074,-69001.41417066801
-22551.605415729544,-95242.71974778164,-85165.41417708463
9655.993407683263,-248394.98223539774,-146517.83283399773
9001.6431308165,-179759.39044140244,26959.640205058997
43041.583377031886,193725.5107143752,124141.87744015871
37924.46858019258,-3678.334124887013,72559.59426717891
6531.6491670443575,47754.03713956995,-122686.02381012132
-23650.273817164692,107749.27351240773,24554.31718677198
-21724.71991726297,-163356.2961749577,-10174.627980630888
-4983.145052582884,110271.43722287004,153758.45395180932
3716.1310949481995,-174981.81681257507,-150630.01214477117
18339.408242076297,-117520.3128867328,-27278.372800302226
-27816.106353221745,17402.01546177885,155795.1723473793
-38067.32576366079,-281763.10833729256,-180573.73035999894
-17229.052800430007,321929.8985023228,87221.94013119646
-24619.672082770612,167834.92724311564,101307.321165063
-17913.230135885442,62936.791819576596,61227.774380564835
1690.610565553361,85080.28447729147,21146.215007331048
44170.62741472982,-102824.79398010386,-75155.19820698675
-16893.446388586235,-244342.1603552237,-194098.4925370322
19027.40695821081,-156578.1048358028,-114562.73445579641
31946.08646803243,44739.62461009664,126707.87685925273
22434.49599201244,-72705.26686622125,80394.88770358326
46534.55771953827,-168983.89424345747,22083.576133751958
4618.243259338335,-41058.493658119085,-92326.46122705357
1675.8677572592242,98355.1979609993,-31872.859460369807
-23975.14342459367,-228202.57164838637,-130311.02937228046
688.2585653093447,-71856.994510653,3924.8065224901657
688.2585653093447,-71856.994510653,3924.8065224901657
7645.558065092078,310350.0091907268,216696.19450239599
4024.6529224277274,336558.1173373696,388967.2998918937
9508.747691591736,293297.3126477317,192569.29211491768
16133.002276694042,57331.60811082393,26814.323905769852
35405.926623502746,-19347.900676949983,-45203.29635527961
22381.308663624564,-207469.68920562888,-109982.44200512923
-27272.372611843173,16736.631963507905,-39208.04775441038
-28597.427821935522,-116365.17363529565,-138204.64174886508
-17990.643414257593,8311.67504677904,121429.51845399906
2300.0246855201794,-47836.102228048156,-4266.522878340489
4375.945469102072,-90852.68099361095,-188785.78332462502
33264.75051205426,-164122.68007903517,-249454.60527346196
33725.52658518411,-44137.6335687517,143556.18708499835
-26867.509270509046,-37004.275570074715,7814.383471930938
22663.64111291873,3995.300896871253,-83202.32112219546
-15976.075266091428,107309.23989305248,273778.5405997387
-57923.06664486847,489143.41718744184,133906.12459541392
8182.370880475952,-173849.99204960902,29166.881384889904
-4032.6546660992444,-116426.16400140972,146569.49520697418
23754.962010351202,23668.114305694646,-78633.54766689346
-59079.499521811216,-14226.997281554206,-64246.76491044147
45234.05967569509,-162931.53407771554,28124.800160132145
-30945.014373334205,137378.5205484017,13532.1873264178
-27324.23192717233,182339.00794806762,-40953.217590858345
-41708.56649020046,-78668.15250242775,30430.580310087636
-32560.299385419956,-50470.35587574825,-50809.53847978765
1115.7931661481853,101509.52376253522,-206364.84170795954
21531.38432250881,-43745.5574994139,50695.839762835385
-22658.784379204215,-317628.85525768425,-375162.0252460801
-4111.0295068274045,-303171.72036161367,-182595.53343752644
19591.504257722925,-321354.07919550117,-204367.9522373777
40948.48740677424,-197335.23640051048,-209819.04724832796
-56551.053706770006,-157686.57859395453,60728.43778545837
-16211.764303490258,-41633.59525460348,23657.12506764944
9710.137893963782,70793.82782086257,-40180.92413299183
25794.057149866683,89176.59006789525,126146.38349360367
25794.057149866683,89176.59006789525,126146.38349360367
14333.469648200618,-98203.65087988222,-169911.74344736015
-541.2456222203618,66316.72101649488,38590.84966856488
-27817.712278851395,-38594.882935696995,-4274.477262431115
-2976.3050229970722,110106.79969282524,-34636.96024093265
-6381.934782763768,-218554.59170980874,-94260.17113004226
-6381.934782763768,-218554.59170980874,-94260.17113004226
-18023.174356320837,97303.48388276482,6479.999210113812
16292.724608941371,5584.774283517159,-45909.41450550419
-29055.894428083608,-274509.2823701086,-294633.890253327
24602.896896498933,-95121.22206307872,-156052.47183467672
4590.367991075291,35681.830724511776,209053.61728700678
23801.03935539637,126395.0288673744,1243.7184821241244
13214.198145220118,-100947.04482277512,-135290.89439196192
1614.2901834899221,178404.75251758716,308667.54442854226
-21972.588832660735,200659.5981831362,-2241.968662781728
63163.669869448975,88024.86424391532,-58923.75848159089
60106.96669291573,23245.580106874586,-82985.59881600265
11516.08398455169,-1736.1804953643841,-177280.05310772898
11090.822660852287,-170575.7735385927,-125891.69958724451
1070.4848765467323,50440.01970389546,-43014.125927263754
-11624.58002319564,-141103.50985308483,-127752.33896659702
-10964.268827803082,129599.74164803968,73729.70232179764
23553.05360914269,218558.0656978107,108144.21244170854
-7585.925672017238,134942.51734205533,-3246.1010436794895
-25405.403809514577,-5585.018004234415,111486.20521790886
2929.376803761057,-70814.71745624788,136725.0481611126
-12381.034655730547,148715.63967444823,3999.7550177086378
12414.987413310513,115847.38835886277,-22708.17544166845
-48630.71203299539,-327863.2122601032,-353941.4584745745
-35408.61891743221,-313552.02638101694,-230993.05310087363
13463.000490533279,-113856.65290226176,-150349.71081471368
13335.952411169223,34753.06658912945,147945.22443918698
5970.077304969992,315945.18812702934,157783.4967301948
8659.771044246965,206047.71408103238,261036.22515095357
-33101.64306713216,228399.88817905067,92440.29521049676
-39623.980585460115,390004.610990262,106508.4524475815
30521.37418190211,-165054.83042993298,53939.70788010935
-251.55745275320078,216963.97924716183,48342.95146280543
21541.80143874265,182666.09611806582,293515.5260561515
-13971.483989806478,562824.8848728525,273075.4178986985
-17887.034558817002,-21032.139994003694,44683.20420325879
24925.07921276285,-14674.998104935134,-164275.63521304514
13909.26305251157,-245932.585806001,-27593.26280639475
-50231.17711472104,217003.38636976105,-86919.90572314867
-32570.606220257356,-307922.60426626605,-13372.771596008999
-70194.26247798098,77671.91253358222,-269201.2416391723
44193.602701919786,216906.7013333564,56069.87377389151
-16117.17448306805,85987.78297824421,263722.0288770114
15817.176845053684,264282.055510441,46573.71648669997
-14599.848313409424,-16540.484251750968,97910.63675966395
-14518.835135680538,-189359.65221045463,15141.286565228773
9343.204769594979,3985.498151972366,34729.93396258778
12036.39687301041,-312808.1486361907,-2063.8843083947286
2268.82184443983,359487.07617216976,435084.9769303852
15706.11132264227,170392.01070380688,89758.45776540437
-4677.62543753444,-213986.37170721559,-196520.80460613617
-10729.7745815303,-190098.94841204956,-48925.90037710022
77852.6420932373,-124807.82801028638,-81596.88948578242
56831.55479456522,-153339.92788294845,-217170.64515844433
5665.215638293703,-182215.22653664902,32557.878263406266
-22992.98642320893,15554.07885288907,-174510.03828138628
-32583.757569229823,-304595.51974972326,-100130.50384760876
-22990.498051950777,395830.8562769508,57024.11918492266
-8051.7348208897765,214056.9408758512,196819.91243017183
2104.4113058379717,-22912.36156238799,-20961.22195278699
-11908.574635688383,292015.93035090197,466705.360191426
70892.17942927004,313223.60320429073,177782.89594610862
