Power_t_1,Measured speed_t_1
-1660083.1877093238,-728172.3461948577
-1597319.1030077725,-588400.4652151719
-1202384.1251403939,-611531.3965672537
42974.372952401405,33452.90259455479
-522288.8010820603,-169285.97089572303
45732.15846234362,-106621.07697521092
-44308.25404065054,141495.58647930674
891068.866780179,226218.6790545903
-604667.7188571885,-319101.41938194714
-1020277.0212235271,-203400.6702164457
170873.27579049475,-158352.5455072451
-1148809.5768806352,-360408.26744866814
-1148809.5768806352,-360408.26744866814
-1271655.5388872216,-341294.9694741983
-1271655.5388872216,-341294.9694741983
-380872.21854346886,-239843.86350295463
551418.053710474,-173388.09296040726
824429.6738562259,670819.8450958078
-1574139.5985639072,-428771.03410619666
-1534943.8229007544,-510789.01169715554
998430.3812801675,404140.07307294477
515203.6773569427,502489.323193448
737879.8195656397,458477.9135729388
545078.2011455575,538588.1566963205
-1013952.8385220768,-945474.1578445426
1465246.5512390137,827545.4414701712
-247712.62863031833,55395.00451242492
328684.3389114168,29098.11892616781
-528125.2470046724,-239407.74025519728
-440167.8786780289,-340861.6939520251
-362522.6393385469,-351289.5739575648
-66306.08329209621,-24392.76238838298
-403348.11710293003,-161862.95275891907
473083.1750445936,125251.89738993827
369286.0403210368,118189.22540270162
-99638.5117461409,223147.62736679448
-1139111.7926207585,-375826.00582465134
-2467396.708648053,-859386.5050144525
-2878132.2420997783,-1077714.030193631
-3274622.027698468,-785716.5315664101
886855.5604779706,132258.66273185806
-156659.7599189494,136888.2695689848
1794152.1061555375,843593.1673620058
1873945.5769816674,768792.4074908803
2044600.2031625202,811467.4062887793
2206790.0475956704,897364.4123711605
2329734.365543765,662858.7002003908
1412329.2245122176,331855.00276370737
-1848504.8802495664,-640299.4463462182
-2021943.6959774904,-761457.4605655698
-2437036.7912336527,-1069790.0045545972
-2295979.713406088,-842125.0180407099
-1413958.364891997,-673836.6753735286
-371075.5384098346,166996.99096853466
-158717.26518048474,169898.14673236565
552509.6165964731,92486.06288212992
735172.1696997995,236536.51330130617
18504.907650617373,117036.01720002203
795791.282190045,173305.59370694374
54325.56576225555,8514.92229780968
54325.56576225555,8514.92229780968
-184103.8407159747,-2669.9656604014417
-897023.1854008184,-200521.83175173364
-1200559.6090186618,-78059.65992122074
1109000.1097805249,738586.0149533448
1452310.3569561956,690574.8316424646
1219292.3083568981,943923.0580552472
-598746.5453395685,218928.44201107504
-167658.48443958705,80517.98195679236
5304.2227472200175,-228447.15906471014
155330.02611716517,236788.42700453312
-40718.3088540631,-139467.29858053877
-2161907.1811675224,-1006702.1054765666
322714.44360470085,58652.36870018393
57363.24783140345,-141105.71292039216
-1200298.3368719756,-353383.0468529657
-924552.279432337,-511252.56360687956
-537880.4126662415,-439072.6584457742
1757284.472149577,502685.69868293765
1558256.4943537167,733158.1295671007
2092847.3743058075,616219.678176455
2263152.340532243,630108.2245956355
1985537.6421541127,645254.7931102447
1991012.6960761177,692691.9108498956
1819518.4932404638,958440.3156956674
947640.1228390557,158820.79455430788
639215.7535177646,481065.9079725995
639215.7535177646,481065.9079725995
713881.1895967643,413236.5667982639
401238.8116245372,-40755.28570502899
259850.70035739563,37565.09310760966
-521544.4219914815,-319222.2025854266
1630627.1854583498,493238.6106912521
1630627.1854583498,493238.6106912521
-1997974.198345974,-710075.9866006365
-2140684.1357131978,-661845.5306008708
-2112672.5265978966,-1063017.9142018629
-1953893.456984554,-546797.8892569755
309367.431285908,-65825.80595881699
132461.4399922125,267273.4096873877
1587437.7541922051,535419.7494684496
1587437.7541922051,535419.7494684496
1626297.47521421,507658.1153160421
934629.1085473712,576362.9610755498
1912705.0106203125,661866.6052633873
2311377.559924612,806305.1308006949
2407697.9297989216,797628.7960522985
2063831.992240212,929454.5470895458
-3097412.2028799327,-1498505.5519227278
-3097412.2028799327,-1498505.5519227278
-3204414.5200977963,-1422249.4476968027
-3204414.5200977963,-1422249.4476968027
-3342120.055763906,-1102746.1064201389
-2161255.2291184543,-951203.7880684056
-2006722.7207027501,-799730.186000418
1349186.6120627774,536631.887495936
1459228.4330623061,587718.9370850786
1259804.7853799954,497223.9531293959
1726818.4755283557,426147.92815681815
1476532.1472877099,544902.482738072
-1186661.52396201,-464588.2320520312
868547.8730570453,430582.1756693983
868547.8730570453,430582.1756693983
832573.9975440694,448642.7347556417
152830.39368177578,177844.59616309847
-1389146.9832078419,-409699.6469308814
-130575.42365539493,-190948.41853690628
799077.0168051505,134784.26977029128
-1867622.5014052766,-586627.9483068753
358754.27879448084,-59251.99442190159
-1155101.3480884286,-320118.9024046466
205411.42149309334,151018.0573376425
-1303439.5667111354,-515704.52648684994
-465196.8202175675,-732797.1532667913
-912359.9066650781,-504587.68664398335
440972.9571557337,76268.70921874623
346309.80867108534,288905.7472818597
-784517.5896779324,-423845.8328658446
-665035.997260591,-474905.4434965036
-498377.87029588,-568367.406833028
385033.10932831897,168713.73797684396
2576484.6173459715,1008451.3701381942
2201333.69341105,895084.1616600938
2830322.9333646004,1008589.0230266451
2091348.4952684613,921758.645273003
316722.79935510864,101605.4502902684
228330.04776874895,100524.50982694881
320875.85716911184,-118567.5918275342
327650.8187930781,-115824.2475704691
327650.8187930781,-115824.2475704691
248466.88113878158,-197075.04209684557
85359.1557321442,-13030.252434574242
-653716.2422112349,-86011.12449181592
-629584.809556575,-21518.73905671714
-375745.33776488027,-18469.902793055957
124494.3479765566,-137848.64835767017
3885.8900614692393,-249554.34223224956
911589.2983723147,231315.87751086353
1413533.7524948565,561759.2278175626
313298.25976803555,176445.61433824187
-673892.4710828536,-276837.621263325
-1901650.313697608,-709287.4395195278
-1637745.2022758625,-828516.3981354148
-1469277.836429529,-517558.9899780231
-1469277.836429529,-517558.9899780231
-1469277.836429529,-517558.9899780231
-1703705.5798393618,-630878.3537334815
427961.9034028566,305110.5046634368
427961.9034028566,305110.5046634368
1227099.537788374,472975.79584958544
359363.7800942055,124924.13166717546
392072.00568061863,192750.8959218341
48933.105632821695,16001.882743123453
210852.86104830785,210294.8285871973
210852.86104830785,210294.8285871973
-1672687.4364336268,-593811.0680489605
-50100.158135941136,-137890.53815120496
140141.456524712,157030.99658502496
323904.6673825517,45617.21016361131
-344261.02378945355,10961.321635314496
-2702393.3768349322,-1062562.900598477
-2664203.681847467,-1006132.9297817929
-2496890.7545766034,-1080789.913925625
-2000220.061307838,-777623.2235664949
-1603702.9750858718,-583262.1020040857
-837004.9719016703,-210690.21602313232
-146055.01419795875,-184521.29264930746
540652.608523242,40430.81767992677
675397.7084936182,338858.34040106204
-337662.7226326917,-216609.66454214067
139.68599107698537,-307058.53295473935
-1032472.4340719839,-349864.8855440797
-959253.8991290578,-354251.5438600169
184168.03466443255,338226.360104426
1435275.540739397,468451.0064896877
935986.1439553667,382448.58620074973
946461.6645892799,74896.98825412226
127562.88384556689,-16347.088206553031
-932339.23733302,-454245.365819907
-513722.98629593966,-616876.2299797456
-513722.98629593966,-616876.2299797456
-952177.153097986,13593.507071905711
-227392.5530705389,-491034.71498780005
-49194.27205843723,136956.74661034084
-1192973.2146634192,-560184.1092487779
1147464.8779254528,327521.2606333601
-328073.96944513544,-189077.33831747278
-328073.96944513544,-189077.33831747278
-185156.52082924472,20675.348201335146
1019971.2545896503,329722.0922113136
-364550.78663636453,-146815.3150718345
-180760.93563699967,-34870.66072113842
-816089.233181607,-362114.95987514604
-871572.4880849762,-355820.29423281574
-1231772.0983752399,-415978.9553975641
-151050.83495611162,-288015.1707768939
-255143.4323463894,-122896.36062409321
-2786733.0750104906,-983646.3535485083
-2381272.0724966787,-926088.6709732075
-2129728.928058378,-938077.5564253203
-2570847.9818051388,-964045.3280925108
-1980410.1967369798,-746468.5954808351
-2009315.7276783227,-693473.8095620343
-2056843.7128250464,-830705.6021193111
900290.8610851108,385276.43514614296
2240580.6536153597,906376.783960198
698803.2776818463,412898.3861788553
-528080.4790347586,-14169.373201905997
-1557039.0429631693,-640740.1829474331
-383547.50882036134,-192786.40247446654
-1064339.3669002026,-352706.302712319
542231.5747000034,270374.7747534896
533416.1477177177,201631.0872917223
264774.46782145207,-161050.75993195726
-403860.69820848794,-211641.1320051317
441038.0477907108,251375.07659461588
-89813.3445848301,331251.7604270916
-985842.2254348441,-304982.22561129596
-305916.1213377935,-195720.31913403998
139876.24581604876,-259032.6363600489
139876.24581604876,-259032.6363600489
-6707.713348082907,249741.19349735067
-6707.713348082907,249741.19349735067
-937707.2895244284,-663407.2468437811
274277.2428483708,449515.7940780763
37666.13786823035,442748.9333953787
-128170.65134508384,-86028.73806342794
779089.5730078921,411745.0007968759
-1043453.7358447794,-192666.81275531396
-783087.9987297577,-632354.2298230524
-1536795.5994066787,-530463.7465899219
-1237092.2672335524,-344180.0744452131
-1450562.9617286646,-272088.18615679303
715506.3781489731,-93633.56871361416
558450.2277034279,209166.75921858245
250416.070522831,57896.89324646535
-2000604.1889363378,-417854.05507457524
-1622420.2029542113,-397318.6638106442
-1591466.4554546396,-243003.47151350518
-1379623.0081533678,-269015.48834174435
-1467364.4878091703,-821563.353836493
-2020556.7637729205,-795425.4567355287
-1851684.4875152935,-807947.3943698112
-2487702.1022018204,-915943.8406020638
-2632945.0312597547,-863534.831072246
-2517959.7699096138,-885906.9391852869
557519.451018102,-156217.31297888636
272816.92556852533,262045.75121502485
-340537.1786096032,-225874.48731652318
-489071.3910062218,-274721.1412026311
1137122.9554590927,399860.47279988014
942295.2701968702,456487.3282856662
-438937.98811776616,-327970.28288285783
-238227.31514056388,190829.86059324146
85253.93207805394,117765.34908655313
-436024.5340624283,-170870.401745926
965716.4856153624,575309.3284500898
2363435.415077267,822211.9057082406
2386324.70139688,1164256.9523532833
3047336.30934239,1561804.3463894788
2276413.844459797,1439170.673787042
2511962.2245369996,1138989.2697280417
91990.09331670194,-85216.45312251995
204371.57343379312,-6198.515573595956
-890164.77233853,-130420.05175303463
-1066438.0391884353,-160136.2984966531
678625.3048750055,226611.13247726392
576785.354995085,276557.7785368602
-1181454.2883952416,-498109.01070444664
-1787216.0886863433,-389877.16028279805
441378.92510961316,-13724.245100819622
526251.6962512544,-78383.23305187767
383667.6961081482,349358.3318300906
323615.2211310988,405381.9249435299
607430.9726619236,-91810.43382706828
-737796.7742739407,16871.76346711599
393928.7127197011,-72923.0984508513
-14833.931146333402,208125.2235680565
-171567.5106316871,313554.6447447137
25732.303353920055,-157047.10900404805
1350593.4545394876,580152.6018344457
2543358.4296780946,600784.866590128
2317962.4215815705,626544.2340808191
1926327.8726931086,731720.964404844
1282547.8255355328,150950.3030513632
1136327.5398619492,863522.5717002341
1581893.980670216,495995.9377967159
1581893.980670216,495995.9377967159
1581893.980670216,495995.9377967159
1226064.8601522034,429064.79282040003
1613922.3879479922,330716.9545701759
1491742.360808258,201735.11276024644
1624771.7797067664,447941.99912860966
1259525.9244327005,685639.4478516958
1331502.6730945644,506566.2974762238
1909089.5047059227,903851.3042363533
-1570748.1549156476,-717122.1151168764
-1452462.6696414181,-824906.2058073139
-1362340.8582331575,-214263.26482750426
-1057978.2075586414,-372603.5820089235
-1269896.713635861,-554787.166566437
2036950.445320515,785095.2853218993
2255046.512708937,843401.0865738966
1456911.2295318577,839641.8449348516
1010467.5027502374,125855.00503543735
719428.9482457549,-89416.00963603822
-73989.05041146115,206013.55781392104
618834.2276822173,75486.59590789687
458368.0458401332,355809.89000201965
-535512.4651575593,121113.33631215716
-397978.6420355691,-138191.16777935217
-344654.58390047326,-103671.37477148615
-1436442.6193579156,-543630.5556587685
161113.62530845706,-78235.32145547142
-560924.2568844401,20290.666152305217
173559.00502864376,-144719.21597531805
-779454.8968655397,-476397.02727399045
141230.13770958176,302238.718270677
-104415.1488508175,464065.5751408184
204182.76987934145,407599.3693850223
371820.12219307607,236047.12280652684
770001.6631260865,233589.04637141537
2153560.8377221306,704023.1041639007
885280.6337831232,420498.7545239374
690204.7369989519,50320.911601004074
-404612.25828186877,2730.8368750795926
-770593.4894933063,140566.17982797069
599882.3580448579,169181.60286374102
-178760.7935118951,-41467.08852035551
-241876.63017071824,-62937.36346392232
-1630090.068447848,-639948.3215085033
619155.2659251182,366403.9175211486
440142.3437662247,409620.2309500247
440142.3437662247,409620.2309500247
1036798.1900694343,134151.61734619818
-630875.2599296061,-347149.52734182385
-1757822.3172714822,-564661.6530534165
140702.18304335244,-58778.26642922984
377276.24737800757,209284.42687164684
219467.18721712136,223424.1556191666
-461073.52808730653,-202640.71347645312
-843763.1231419776,-380989.9500546653
-774875.1406004562,-355247.9335266404
69631.01595420258,363234.08056802495
513530.551623793,-114870.45982677882
673743.01811426,-55803.10635884839
494491.53964995214,104676.95181485708
622898.2314256742,419726.6474161794
622898.2314256742,419726.6474161794
1328534.7348363297,316193.40384227346
-753800.9820414175,-211556.7726035452
1504710.5290515672,372242.07825874526
-746486.4715456197,-109832.10445547484
1633879.186866431,736279.0315617645
2109812.729501197,828891.1930443661
1734446.706675659,735003.1751648486
2323770.059089332,848094.2570410939
2323770.059089332,848094.2570410939
-1505606.1717911256,-453798.96196120686
289949.58203969785,215151.9969783104
-680628.3636456858,-552391.0432556202
412989.27236625325,324352.7473049519
1152013.032567239,594660.4860917154
1420685.368491927,434989.7788110344
696109.5032978734,470663.45137518016
747443.2764768933,505059.6559299706
-610310.3601286653,-68170.36972159939
-480520.77469887317,-369453.90125904616
-449073.76087538793,-494156.7905469879
-1879125.6066473778,-438280.3908539169
-1167288.795357133,-730386.0495733507
-2109391.38257285,-573685.5947018188
280580.5166882763,359210.35358449986
-1250299.1275221913,-417468.9814580558
-1230469.2560986963,-429666.30567617243
-23927.067682471243,-44229.969531001814
602408.8170640853,310087.8155951741
1393577.2363235839,361398.09389375884
-518425.8953593718,-558102.8615449476
-271453.5668295458,-510595.03310986015
-1069406.4177237968,-422325.54507588083
-1717331.940532938,-775473.9968748413
-1831387.7179309584,-674311.3448546764
-1655051.7751335418,-537218.0946751485
-759349.5941431709,-403777.26350485004
1686703.5555495843,288685.9857950457
3267499.0649827244,961819.6689211491
2079015.1945557562,1123687.611269196
2195239.8802476735,991308.7682324628
1824380.1769234356,969054.4578800191
1896917.8309468313,880321.8375065571
2154566.877927924,1005610.6875672077
2408551.7891385374,791348.6722755284
1951385.1378958144,622568.7534333814
1515505.437871287,816326.1763189129
2073188.4627254545,534806.3539393998
887306.7262759749,-44274.95497339725
887306.7262759749,-44274.95497339725
885424.9492957998,193843.37889925265
1022857.2565369528,582377.1321900529
1032101.1963011111,528686.5096175128
1174196.2689815664,383907.69681914645
1528460.3581425815,301267.08037845505
105128.8142525123,250087.3489643698
346136.582098743,166295.960328874
-31565.105441984604,-114020.22775421542
-31565.105441984604,-114020.22775421542
242535.1917037054,212648.22982993134
-616211.7779968583,-336283.2680203767
-144232.89807008434,3486.6666485983296
-144232.89807008434,3486.6666485983296
-95589.1919354769,-24437.273155164177
-95589.1919354769,-24437.273155164177
356294.49176822556,227435.35927519095
314995.645747596,270237.2890209573
314995.645747596,270237.2890209573
719054.0379411788,309318.63300082606
1617726.1803205286,633259.8108035767
418779.32548231597,172439.53682752713
446181.3147375451,191792.28952232166
256791.72786487557,282439.5974615958
437142.92528065277,79225.60114000711
1204042.1708151717,460014.06074715464
94976.95643625519,79392.5729921113
-1625108.3607354835,-675853.5220833628
241729.95629542985,67467.49521061772
-354482.0201980573,-13532.938093500328
934372.7373722929,315436.22767478117
1309806.912159394,212290.68471968803
899212.7372182638,632440.6951803174
1159586.0144118592,222046.38175584126
510704.6523573865,530718.4666963639
-1150221.5324596833,-426502.2469982818
-887704.3486937996,-433230.0164555019
-966822.3807188802,-619979.5612177221
-966822.3807188802,-619979.5612177221
-1187804.2870150146,-595885.154620318
-1349559.7408266088,-326323.2798950013
-1066752.8523595468,-618575.703193885
322054.45268930984,282757.30331353715
-930975.6960780452,-570969.8815013871
-716817.4986850847,-575311.7253300748
-1215981.530174219,-594648.2252759148
-1215981.530174219,-594648.2252759148
2379029.6526865615,761855.3960053781
1818734.3613597467,937170.7539542569
1136016.7348899546,217198.17344552168
1136016.7348899546,217198.17344552168
-237673.92487201738,-366670.53812730685
-385496.0487456521,-221519.20598711123
-290476.5146691714,-246715.05387028345
2094000.863562733,765066.8864344375
1924456.6782099379,528707.1496547394
1697791.5465614472,446467.5634821322
-577186.4778608734,-283811.0431697789
-496922.5643650462,-234459.3105255854
-149345.6066689596,-113720.30978011811
2076423.6730954335,614013.9289201618
1574794.14371624,593866.6780502322
2557813.8657018975,1089831.2177893494
2527750.9916159958,830513.0118139226
-112615.31893088366,-184205.351478128
1507546.512090806,572701.5714837962
470234.1254429424,114127.99100343866
335376.1615525251,164974.64685244954
49632.92193518847,269961.24605842563
173549.85753147176,185040.77848430802
-1699362.7595018419,-645048.0970279295
-1673147.742793951,-637037.39495195
-1357876.1102520935,-674670.2901378165
2999769.537256221,1200632.638016886
2858747.191355112,1093213.1915472934
2439325.486352931,1149756.8513518583
2439325.486352931,1149756.8513518583
2820259.526644029,1221582.3553352964
2820259.526644029,1221582.3553352964
2820259.526644029,1221582.3553352964
3490160.024676469,1183807.4346861814
3670558.296902477,1740518.1440517907
3792905.6604259885,1589227.125072507
2356523.4560331795,787238.438679374
2335379.305136224,904439.5129937668
949779.3492545646,407909.3808867219
-1838473.718978072,-653876.1799034271
-2071082.6472861345,-981347.711767229
-1063078.279765463,-322835.1613166341
642119.1141344131,131467.05718829908
-838889.918130945,-269597.5128905786
-1191570.8758122795,-441183.13004914386
-1004793.4838298437,-215757.5795654715
-1241914.1204419748,-635433.6924518947
-789593.3600344516,-734331.1728471882
-1460487.4788940412,-180724.87619780842
133240.4377001878,-222906.4107147911
-893631.5837746452,-214204.52404178263
-562186.3697954824,-357183.7636191059
-758637.2385453011,-180540.54436491197
-1861098.4995637904,-615160.3246403714
-1192735.045625757,-568150.1634108776
-2129641.3900439534,-683557.4739278096
-350874.9143905493,-161760.3727288252
-907650.0577915346,-262903.8998121418
-697824.8806274111,-262884.4840869822
-1314615.661581242,-553558.5134047098
-34659.86028474342,-63676.10239494595
151361.01485109405,135266.0579493644
-1127309.1982466998,-235231.99417393986
-886259.7858733321,-684647.8086532841
1603155.328806947,690403.0170469013
2693115.561216373,666156.9652732154
2169529.1699525807,579106.9262211204
2380473.33143516,360699.45385608816
2317806.362625263,771023.5092430727
2685555.349097351,537892.8481950738
2678413.1188022015,717495.8074988031
-2284399.3072508015,-836379.539447539
-2197922.0417186846,-716184.7751411865
-1887401.1864777177,-949576.5891957551
-1803462.46700566,-205902.6967092554
-1774694.5483989094,-317059.2857936312
-1417446.271830092,-316754.4040208485
2213463.2141934135,971117.9398888318
-926808.4853800137,-361189.6380328115
-770009.5095172212,-101752.17932817011
-503557.1436179124,-473539.155010126
-1085603.5599149785,-107893.06973379702
-470505.9093963437,-523020.01973595703
458949.225894443,-196150.5454856684
522200.07057978364,-230344.92655763292
-1945634.9191534617,-382504.1868302347
835277.7208310151,-85661.98514543497
-63427.67433923116,446322.57525467477
792342.0736688792,381642.42257642
585452.5135045438,561069.332200296
667387.5236605009,34128.47999860573
560135.1287281202,145695.0332662888
560135.1287281202,145695.0332662888
1714280.913118408,586443.6276818677
888560.955525538,435939.4534733753
2592728.309076182,913231.2322417023
2592728.309076182,913231.2322417023
2840082.0108026764,790123.1056226367
2325790.6914729862,1065277.9973554944
1473030.4538002906,490094.4084363952
1677614.531680522,518272.87753634976
1473010.7138919688,407271.7808264165
149483.87045675138,11319.58577123857
-481959.7848667385,-206714.5651257484
-815696.145712191,-337042.31790034054
506996.6499555824,374032.88065538654
1277968.4862820162,411796.07110964786
1637507.1663623124,388149.62859905936
1374159.8285671389,532222.0415544726
1528528.5622891048,473139.13625801745
1565131.6298010042,644123.1465033195
1050047.8466130574,400643.6923714031
1089086.677110554,460917.8446659793
-329103.2610868708,-225239.3940395553
-329103.2610868708,-225239.3940395553
-94198.97459183104,18775.01646734329
54145.32925382204,-107773.29255931007
291433.6033577328,331686.9444551738
91371.64178377038,477114.00309151306
191676.12240097532,406920.3349820456
431043.12065854494,388112.256809135
457592.56989697914,475180.6556188965
-617831.1874667236,66699.56084053317
-673077.1977185764,-569185.1149529127
1658124.295896864,565406.9780692297
1866728.6047173906,388640.6836022074
1366168.5518359118,339520.41064888076
140728.67763270886,-324118.6045339603
1308637.0549611556,574493.9151863322
1793680.4884123788,715867.0315997321
1185823.2198747024,394855.5425495822
-1672171.595824695,-460112.7063427484
1555281.0823159963,578918.9954090483
-1069059.2326263725,-40452.00602208117
-832927.4896145778,-198608.2032857843
862231.2384645123,158194.17810295694
1264849.4094852072,467999.9058176712
1699734.2765727735,659378.9523621859
1270000.9648346938,501402.42162699986
964519.9211181104,728193.8525263016
-2056723.577013092,-972452.2133810719
1590661.1186883342,851396.9159601432
1735835.8578725962,497293.4984376622
-272679.4545296762,-292326.6568758109
2323296.557981826,969099.1138356952
2323296.557981826,969099.1138356952
2879887.8723478974,1130738.7782164721
2949117.8080971865,1158522.3416782068
2938891.312080661,1123192.1413697363
2735350.711889298,850172.1080990602
2667053.014241677,942765.4115003819
3049496.8497266425,1019260.396297763
2591006.026497529,824449.2084762912
2515806.934991573,739334.5089009817
1970079.145794712,476217.52870013786
1719896.691138154,557952.8649322176
-885933.9998748308,-441331.96229826694
-1192296.7637266852,-449977.39171208174
-1725537.913719149,-745594.8757946827
-1994483.8308640819,-957550.2850981494
-1662064.260389002,-804916.4711022592
-1784034.2183030644,-720434.3887114681
-1365908.065130964,-785237.4813955947
548095.4787496182,180687.87481566222
-207060.31416398287,-168682.3456476889
-487722.15707434446,-90561.86684133172
275269.79899471474,236950.0653153314
621263.1688032984,204112.72532659667
-642517.5721418672,-140208.57110155802
-770749.856657758,29872.546017509274
-943910.6675107082,-617647.7579059439
-2164589.858423003,-818839.3059933772
-1058956.2400787612,-464634.0589805917
367879.5431049607,-24666.22594162138
256267.03127365414,-292049.69975017884
-81261.3230410082,357413.03845923574
-462024.48271612695,112145.38603802916
-208969.14220938232,-299198.29596947954
-1506388.9108104168,-444616.24679414334
-366500.3353441852,-337741.05484757025
-663230.4030161628,-319875.1493630257
-69745.16428405384,-207010.6950007023
360304.41754106304,436395.55833714973
503943.26865509676,297398.2442821805
-975806.23902125,-288095.5033144919
-975806.23902125,-288095.5033144919
-975806.23902125,-288095.5033144919
-926651.0321383143,-592351.4871601068
-1254212.7585070035,-659730.4541453589
-1307245.41115131,-439875.0992328031
-686049.2902893331,-201018.23603615072
-686049.2902893331,-201018.23603615072
175020.4300296887,-83048.65392657346
66131.46211200871,7151.29779144557
-493427.67269251146,-223558.2213664294
-1563450.5168927046,-419259.4287473544
-1185478.5444099915,-617054.3420389101
1323853.2391446892,487967.4337138414
-157200.6147964273,44536.18001858603
108371.92475178724,64299.58427607397
-1331624.4445059374,-380069.0963761478
-1139738.1547947912,-563744.104054468
409190.51644884876,-63094.05267111798
214938.81861565684,384265.30537333945
214938.81861565684,384265.30537333945
976852.5707843386,220568.26116010197
-76299.15883755335,212963.15952509604
-1277267.8809814705,-140566.1233970779
-1425579.2859301607,-500847.5264102908
-1264580.0029760678,-546466.0237055175
-404357.7580854251,-9331.299390228844
-476052.29322726233,-18397.113621016062
-476052.29322726233,-18397.113621016062
-559164.9693303065,-61830.04756150769
-397382.6399424792,-17757.182080948405
-287097.56794744695,-131994.49610087232
-1134464.9419641574,-422612.8148163876
-176541.5535157769,124249.38783571983
-176541.5535157769,124249.38783571983
530064.1318240964,109396.91341444073
719688.4978495095,403377.6849500954
-40374.187604176,474820.55829629075
-441617.5126493443,-394276.8549705799
-645162.1766575432,-343433.92855988734
181810.95666760806,18874.89972009662
-37966.026733549166,-141077.98320621654
-37966.026733549166,-141077.98320621654
-579042.448973443,-60024.20682337741
-517457.21295383095,-15234.067130533484
-639486.953819651,-7459.901966240632
-321772.642748379,-414645.96462152374
-572461.9711227634,-468180.1455727235
-1251498.1529131331,-216058.60589131212
-1127995.2578996173,-277230.0505615999
-1492367.705129797,-143777.01894941286
-1002149.5878237514,-383512.6591080179
-1072897.0868829004,-423837.8763025618
-1101212.4084791506,-657120.0457598871
-1364150.5538706945,-512636.1171299174
81800.5547239621,11560.837966679275
174103.0568990134,-60195.28220751346
392539.58892380056,293871.742851023
1027816.1989296498,78642.33331872997
800202.0670832822,228163.5968588799
965488.8503604538,723809.9961305158
1185709.738206831,799259.1247869038
2567864.2993993447,835377.9511502372
-274385.5803470935,204989.1064573699
886428.5570575821,120430.93073256414
151075.60929837122,345059.6035576188
-183361.80533428743,477128.47853552515
267732.87534688984,-347616.4318737339
28154.466001804336,402716.3434042377
297704.0838016088,324841.62809600594
1489747.159182261,459909.26438898966
-155133.32693977142,-1264.118659123258
76235.98045844724,77252.93119895447
643928.4216528822,-220211.51727429655
-89935.3353450048,-190334.46449668362
-871970.5865254233,-218356.3346363027
-846067.7494938989,-507696.8924888743
-793903.7631478983,-190073.9988820146
-785876.951497806,-221686.97357127076
931070.027200381,456579.0281469829
412556.651506338,63071.364521806245
-615118.6375465996,-259019.42585704842
-630931.1143679671,-347373.59757501783
703161.752968691,180193.10989734036
235072.13160877215,38143.52314388516
