Measured speed_t_5,Gas pressure diff._t_5
152616.0177182963,-125.07223038579043
148322.65560723774,-124.55147949863701
128977.16156745216,-106.75085971511
169808.3493897088,-140.4713909893525
106788.96542432427,-90.1105939063501
107399.17184249812,-90.62062480109283
47839.05822765346,-35.728597208394255
-140378.16359001884,124.39832717303295
674.0595328979507,-0.19435390552566
-970.5885338820015,-0.7148175316976205
16762.820552848272,-11.097532247755316
201696.39619825952,-173.3376304940442
204346.60772027436,-169.82137465976055
204346.60772027436,-169.82137465976055
200346.89573519776,-167.53770352531313
-352254.65716428513,300.66282576644267
-352254.65716428513,300.66282576644267
-314657.64792018774,272.08931045849215
-337509.3459284757,292.01868549747394
295333.71039792505,-252.44177576344248
295865.3569142847,-251.17735559534768
114786.31630456354,-92.98628394756787
-81684.66255598061,69.65234222826184
-81186.65452125178,68.84825936323563
-140368.85708457843,122.15239437570986
-32947.44486226899,30.23443466238907
112650.97448621353,-93.7878921610903
73762.00074242777,-61.16088126882266
24615.05148303026,-19.446633440767183
-68360.41086882852,60.427825458525106
-31571.182537802768,31.0879783868441
-45087.82739438553,42.22729089090671
-18865.702105778844,19.13247510182048
-18865.702105778844,19.13247510182048
313409.34281658725,-264.783918769288
322549.7591401991,-270.82698714149205
322549.7591401991,-270.82698714149205
322251.4897874371,-271.24172142685927
325946.48278553115,-276.1109840478906
328065.8957281321,-276.7588785971395
328359.75842089806,-276.8040513705868
499117.9342731469,-423.32522671053283
499117.9342731469,-423.32522671053283
499117.9342731469,-423.32522671053283
507136.87963637355,-427.70669085563827
155348.91073799797,-132.2534200486485
36917.512456167766,-26.454275469219013
36898.68580290903,-27.46664408812112
90497.07855628645,-74.62969738136522
-33014.10884301201,27.827477779427145
162155.80988076093,-134.80281399563285
162821.7437847513,-135.04039300939021
96249.05205350937,-79.92105241092975
103123.9219895029,-85.00387203507327
-27384.105106475963,24.662645630931173
16874.630609657397,-11.698596457265024
17019.616887785298,-11.354705167584108
17019.616887785298,-11.354705167584108
54578.08449685309,-41.7611605982366
54578.08449685309,-41.7611605982366
233256.96998284935,-194.56619239768088
250012.56156323547,-212.74584493977
240845.5761442196,-203.5941319769096
-231959.9643130206,200.59318876701423
-170110.2366294112,149.8242520349623
150284.0251683875,-124.5235372513711
281698.75864466873,-237.71611007961857
232080.23914257897,-193.95819542073403
232080.23914257897,-193.95819542073403
288927.755332184,-244.76723835074554
291382.9676763567,-243.6224514145907
247322.5463964394,-209.76623953748947
196337.31629696212,-165.96775005892394
-352391.69578009617,301.22496098532986
-285872.4472196131,245.37038932522213
-145341.28612235628,127.24858499919549
-145341.28612235628,127.24858499919549
-146619.02361912827,126.30805084871677
-146619.02361912827,126.30805084871677
-147898.7485394533,124.71717188796997
-144959.3389410277,126.27333029931309
-154241.28554751058,132.96095352863398
-154241.28554751058,132.96095352863398
-152772.0950060002,134.30402044067893
-152964.38517274868,127.32712944934869
-152964.38517274868,127.32712944934869
-132344.11937126084,114.75259432991079
-132344.11937126084,114.75259432991079
-133477.19288846015,113.02531193519829
143495.85558225276,-118.50381346027305
143495.85558225276,-118.50381346027305
-140986.58820050897,122.5129453750208
-45584.3383172772,40.10835984118145
55942.41197178137,-46.25075428990833
32727.01097117164,-24.632084759038037
62514.44829877345,-50.56145498034664
-100045.27247492208,85.2542196383874
13451.86874491683,-6.344772999245815
11105.41807877516,-7.857903759865964
47568.369526332586,-40.04978740280928
31193.06547356649,-25.74106763233877
196175.0867735252,-164.67008419784383
-217726.62788739757,186.9779213276322
-217726.62788739757,186.9779213276322
-238275.35846958874,204.59489961553754
-235656.20157531303,202.71209017084567
-154032.3921005602,132.3618047114903
-155253.5420494482,131.9201803518743
-105764.6826582615,93.68214382933219
-108178.19661137246,91.7099862505448
-105688.47719746332,93.56781474014035
-224976.04041405802,195.18590334150747
-225769.64839019478,194.5983186082067
-225769.64839019478,194.5983186082067
-194409.01527244158,165.7946568235423
-193237.27643367054,166.28468568095474
209203.390519548,-175.83666676733807
118532.69538001563,-98.86515481370367
118532.69538001563,-98.86515481370367
-409665.44893006835,350.7836054108259
-409665.44893006835,350.7836054108259
-392699.903536671,334.95189284387243
-404660.4173389943,347.25688958212584
-403335.484526301,345.71700815920076
-402313.0690810414,346.0824452863256
482440.9906107222,-406.79226875166876
245238.92351845466,-206.34168769502278
-100799.00017277358,88.9844767623024
-117263.48251068068,100.40016262672006
-113173.46686611298,98.04294113351934
132791.66886212133,-111.4722581797084
177415.4688806155,-147.21732925409373
177415.4688806155,-147.21732925409373
142626.15241478867,-117.63077683239285
84071.0271063386,-70.09424784394506
-22500.436982888055,23.983950208498474
-127254.43949698511,110.79722882863075
-85736.64294149006,76.73968800300173
-86403.86678114207,77.59783664279595
-86403.86678114207,77.59783664279595
-150758.87694715016,129.74437228928346
-580.7124958913773,3.1894156848353568
203024.79215372718,-172.29690837213576
207267.40335588536,-169.31215672529632
198509.84967583648,-168.6318515162611
135080.27074709148,-111.0575088565937
134773.88347234952,-111.10889160468174
-353705.3917790907,304.4731808689926
104912.59049739319,-88.16035340356686
104912.59049739319,-88.16035340356686
69458.31467288363,-59.37844821969007
-88848.4803765764,75.98378334657765
-68319.43354099001,58.36999581496855
-67865.47194504837,57.60440569102785
-67865.47194504837,57.60440569102785
-97102.89062817654,88.27839096550544
-74341.99009725306,68.8747237127939
74803.48518167893,-60.37096530683703
57615.95593022562,-46.61504730614111
13034.485891330833,-9.993036319647613
-105403.21987921755,88.47063817029291
-102963.17659835945,88.52224926500948
34052.03804409643,-26.078555593075215
34052.03804409643,-26.078555593075215
-48531.04836722205,45.36421497101151
-192020.21290580038,167.27357601596884
-86453.71886576494,74.0747724500334
-61659.006411418515,56.70599135786379
-211416.56838557957,183.52275734269602
44342.33826517175,-38.51448364355251
-5010.426661917023,11.805832823880124
-5010.426661917023,11.805832823880124
-6367.315959088101,9.067152043505827
44154.18102237109,-31.57931410327309
44367.372818503754,-32.455132214696256
44367.372818503754,-32.455132214696256
43049.40078238612,-31.88062014148501
42382.423016708184,-31.420685799513123
41842.75372410658,-32.696583302421814
-124122.79976662203,107.85785022572142
-124122.79976662203,107.85785022572142
-87755.78368075305,77.16106302242497
-734.9266103750438,2.9173264432465746
-455.47506963444937,3.0107313854568205
91459.75015094737,-72.80096725461236
91459.75015094737,-72.80096725461236
16977.996306021843,-10.252090457148245
80879.0819622565,-61.04142084266991
208025.53384145995,-173.3052315368948
-60542.94577921119,53.469385426968834
78366.3490801682,-65.10866973919465
78366.3490801682,-65.10866973919465
-127983.84220939144,111.06123166643626
274182.0708364124,-230.90166681382098
276713.0308792387,-234.2747156231833
110590.19709268848,-93.77102690675353
-155868.74097292984,133.1344066270746
-233168.69374020162,201.47631759428234
36106.07375186705,-28.290417947675746
36106.07375186705,-28.290417947675746
36106.07375186705,-28.290417947675746
-40342.93410425587,37.35460884044638
146849.29287394325,-122.32876272076183
212117.32495345155,-178.37743330051137
-278988.98527390667,237.96483105143355
-246154.8267426059,214.2938136305457
-247712.90578891954,214.02844303650733
-263566.88880093844,224.58112684418367
-356488.26467444067,306.6510939111714
-373608.36526180746,320.3385991189887
-269395.9245825293,230.20601681791132
-271361.5324982465,230.31213672275928
-261142.28743972306,226.85788047646835
-265776.72736827907,230.272600359834
-203336.12393282683,174.77230882402384
-264148.3423606131,226.1383779174626
192655.22710895925,-162.5798377024027
192655.22710895925,-162.5798377024027
162448.3362939339,-136.38487117882408
221424.62116997468,-187.5208924757109
224050.36062112186,-185.01077668524573
232796.16044825554,-195.81313282661088
-74098.51256558673,66.14601907083876
-113462.51329130576,101.76311584312522
178255.21602999078,-149.48191753191432
4888.49004387791,-3.2346222078195646
80541.27308464142,-65.39390194944332
-96434.65745439954,87.15247327118426
-96434.65745439954,87.15247327118426
-60562.44275568893,53.40529031779073
-54432.835555317266,48.23054345667185
-103624.37228093899,89.13691497289354
-126485.16578968543,111.0994587027043
-129381.52294881236,114.44294053040991
-130258.32286365682,114.27310652986175
-1898.5935770047,2.7401713185411802
-1951.5425146888713,2.1128598579121483
544895.1365473127,-461.4680650334045
630091.7616078424,-534.511121705705
489050.56797906704,-415.0279539692059
496246.14142344514,-418.92023181453794
544842.8736882866,-463.10703231025474
544842.8736882866,-463.10703231025474
536319.6229191505,-452.1755291464619
515413.9295459781,-438.5073890683588
162692.87792522414,-133.84052766857945
148723.11918887167,-123.72799701106054
148723.11918887167,-123.72799701106054
-91800.96875151862,77.6774309783607
-177969.72572655207,152.48052602139566
-70925.56654934296,62.22554373539093
-59916.98986591205,54.43166466865446
-22829.54747583569,19.032452030209868
12715.963305292316,-9.522660586721443
12715.963305292316,-9.522660586721443
-191993.10002640943,167.10032343025847
186448.9537903923,-155.46284686054668
-158602.60245511858,140.67495576098503
-198031.9374279069,168.1666243151863
-198031.9374279069,168.1666243151863
-198031.9374279069,168.1666243151863
-198031.9374279069,168.1666243151863
-226641.50502801104,194.08643571120845
-226641.50502801104,194.08643571120845
-229090.36421743053,197.07019243730056
-201212.6442266497,172.79027494829276
-201212.6442266497,172.79027494829276
-201496.91384765872,172.44174574239597
-260625.02739257817,221.19527121745293
-407270.7480030841,347.8253153223312
-511648.6971946929,434.6970623733399
-509355.51702933107,433.4964961972066
-533170.6232627572,456.3695288702109
-471151.52352816117,403.6425627650956
-473667.0724928497,403.93949955309995
-439831.46530125005,377.49870619047005
-441824.1659282369,375.760494416413
-442065.10899547144,376.475326202666
-17369.452881784277,18.036542254618023
-350660.31845993083,301.9990072571492
-340796.5201484452,289.5927996728898
-337882.3431090775,291.6886019671192
376687.05328722356,-316.7840877259286
408174.8160346571,-346.08077963276236
270207.51165565813,-225.3705406662176
207857.9233373008,-173.05161170194316
207857.9233373008,-173.05161170194316
70449.17454775194,-56.56582406397804
79134.04027591462,-66.36988377888515
80948.06058913014,-64.78394496716375
-99653.27166039715,88.19277138477518
-99653.27166039715,88.19277138477518
64600.66753538293,-53.89566877771572
22039.30809169692,-17.632841488490698
-116105.3927732369,100.38102163951064
76874.18866981693,-62.459383201320875
39513.75871764939,-33.352610761979044
-38684.00604802466,38.70711765994024
-20904.379679908394,17.796203506547805
32395.75948978967,-26.420086001521593
31831.374530331035,-25.61729006767295
-90934.47942801836,79.02351578442178
-90934.47942801836,79.02351578442178
-90934.47942801836,79.02351578442178
42718.19700394453,-33.0238194729023
-155533.04874907486,136.47680570524585
-154945.8655430623,137.13691153739924
-157872.71289299452,135.06550222028102
-155748.60537903866,137.03683016820784
-155748.60537903866,137.03683016820784
-110161.18071957784,94.29217545734666
-110161.18071957784,94.29217545734666
-154741.66290706082,129.18644506381224
-149960.25064285356,134.45105397992148
-153169.82175129084,131.04402795500033
32272.46734599881,-25.075181562306113
32272.46734599881,-25.075181562306113
33671.423583590855,-23.03829039477251
124773.94034356008,-105.69739491344784
163942.01565079257,-135.69528120543396
241437.40795595077,-201.52299146553847
93797.34638491132,-77.21675694437636
125118.52114550432,-104.5797250704916
125118.52114550432,-104.5797250704916
125752.3118674106,-104.12017506341108
121001.60599470075,-101.50554282166871
121001.60599470075,-101.50554282166871
-93859.08772279465,79.75449802044368
141786.13157427005,-118.34777324691068
140867.17895868828,-119.08745827510916
140867.17895868828,-119.08745827510916
399779.9900501343,-338.1040557724109
398238.2480463221,-337.0511042148337
353506.22667973716,-296.4350989418824
352741.34691195656,-297.8242431274763
447523.33715250867,-380.20914801929945
449324.4972895912,-378.2423678313303
449324.4972895912,-378.2423678313303
446557.4530592201,-380.568467418507
161926.96003766276,-134.20600651646305
-219912.3872822904,190.80043379109003
-117987.00790457528,101.47303948874723
-12288.652770896224,10.873109793898317
-77294.78116807799,68.6984236206084
-401714.3614619177,344.40825006861627
-401714.3614619177,344.40825006861627
-378962.1939743966,322.47890151594066
-378962.1939743966,322.47890151594066
-387446.2947154809,328.6047921001264
-30805.44823755123,30.403862319298632
-30805.44823755123,30.403862319298632
-31436.461406098242,29.61314674722664
164120.76033189273,-133.67517172009124
19080.45602223334,-14.94374007103403
-50992.63210456679,43.49831662941549
-77556.97578881378,68.18550894300728
164338.46546995055,-137.5214286970118
43827.7836484099,-35.01456138607156
16981.879376931953,-11.093011106464488
109796.4191669941,-92.74525973213554
131031.49133001457,-110.37049512559925
-297718.1634983561,251.2855782525777
-295573.26864177064,250.19960952322734
-295573.26864177064,250.19960952322734
171515.6630081758,-145.35190340566763
277080.0011720326,-234.5276053667917
-365654.2794842364,315.1422084243012
-610922.1267722244,521.7792482183472
-610922.1267722244,521.7792482183472
69504.61737620643,-57.12692617364721
-92099.76888090499,79.85436573940052
27176.99829367617,-20.96381015439735
-13041.341178675255,13.47773330267511
-13041.341178675255,13.47773330267511
-62669.63535867308,55.007489423913725
-72066.8356800008,64.05206126483179
103797.33101427424,-89.89945959957404
103797.33101427424,-89.89945959957404
-51126.77102158121,47.185465409639455
-131997.7552216339,116.32669640655656
-8335.452529808292,7.331264077857992
-22866.635411436735,18.8617168348048
-215750.09975052357,183.17594286700123
-136222.24269571915,118.2259334996051
-62987.19875810208,56.641459760475755
-15434.371993780895,14.513371755154587
-30658.3315857105,28.694403550100454
-79947.04120167841,70.95846697611923
102311.67475367218,-85.44478831740929
102311.67475367218,-85.44478831740929
-150644.6136048053,130.7078013954316
-150644.6136048053,130.7078013954316
-149872.1555240333,130.89732889207923
95599.85844731487,-76.43011976522092
96761.4844758381,-77.34688324404371
-24877.00821109572,23.807765834212315
-317397.8737829322,272.0952159116085
-317397.8737829322,272.0952159116085
-282268.4270171917,241.88116145310354
-286572.79808036156,244.45282238311881
-83410.95269078336,73.710189055073
-2900.6769840194793,3.053152659329227
51460.50449054124,-42.283028698779084
-79920.27956153535,67.3565447045346
-78664.81241984165,66.07769303441077
-96439.48648249905,85.32241413247087
74033.8639481117,-59.01229334720164
72987.70071226379,-59.52221229591839
-57832.076657931306,50.63956491708035
55630.66255246624,-44.2106551467602
-54563.807156329065,49.205553353291776
-54563.807156329065,49.205553353291776
-249560.137754982,210.08557026061573
-246306.26911115058,212.21254204642116
-124828.9464158518,107.13014359987821
22120.635761254794,-18.29990512799193
-18457.458638952765,18.093703207136443
-69762.75226969564,62.06953971708817
13373.773634940795,-7.587685723253777
-72894.33573588953,62.64129241022074
1240.6917830136292,-0.013878787018211547
1240.6917830136292,-0.013878787018211547
-38801.04403192155,35.743522158118665
190988.28254332562,-159.73973706742325
190988.28254332562,-159.73973706742325
-379760.7913772781,324.65717975512973
-379760.7913772781,324.65717975512973
311946.9320117159,-261.6981675801622
311946.9320117159,-261.6981675801622
259754.93079203003,-217.31956660747358
258379.56285380488,-218.3136740820407
-76491.63913511054,67.4782588257824
67200.54988387463,-59.169559586463976
100469.12243420184,-87.30929549635974
7525.4430860431385,-2.230219793011287
150195.0402283266,-125.80708470498344
-48780.35054071084,42.9173247803557
-248552.6611329235,217.1329713777062
-248819.75204801845,215.33612970964373
-250035.50158117496,215.4351130741272
-287880.6909056609,246.7014425031117
-205133.79141039224,176.37081914176784
-204186.72784774727,177.16536556604976
-199363.4558210526,170.7736783508429
-198845.75527266596,170.40226928635593
-198534.4315179405,170.67233753140988
247401.92111798198,-210.3696650741627
96838.4859831485,-81.93963908191259
95717.21882430567,-78.94205709824107
-329975.7776249934,284.0429480567609
-363267.0987474341,310.93242285021734
177680.32165409648,-148.7271350413386
177680.32165409648,-148.7271350413386
179476.84211063475,-151.01130815187068
174922.59199084179,-147.54244337943507
76424.79344649185,-66.53910230994356
78983.40135491999,-65.61571196044372
69787.74020083505,-57.64355983449186
69787.74020083505,-57.64355983449186
57673.44070901621,-45.67761905940715
63040.78864976468,-53.627125283072516
291951.7732340491,-246.27205535315852
364154.99297909637,-309.1772428043857
364629.6266623422,-308.3043124475263
319637.0832295097,-271.4641911751764
286291.3113422776,-244.71050428111803
306782.79180017614,-258.035292133043
-356579.3894503743,302.0160233512902
-284372.4008081046,244.45873112649707
-285057.7735912599,245.18065059212168
-292631.18845282495,251.23539200032022
328147.558142367,-276.57719824898146
195250.5937609088,-164.2821656510502
-18330.18254678761,20.425272192498557
-50834.24049871863,42.32949889365414
-51415.304918346395,43.408843844892935
239405.9110970487,-199.48026092449518
238322.0363630451,-201.54177087176652
121536.74910359505,-99.53349930330144
115288.61626005289,-94.09639624481626
173993.91547063258,-146.23817091960427
296964.5949794719,-251.01577851121462
296009.8914163467,-251.65716390028192
155592.33750427686,-130.52962100615272
138980.5413930773,-117.18084002830514
80731.3993331656,-67.58416169270228
110559.62605335662,-92.84030477839427
119714.9249988956,-99.93099771660354
119714.9249988956,-99.93099771660354
160106.4999505001,-134.69768734728083
85176.11690263682,-71.80972739405321
16098.972793644723,-9.900336333297838
-22640.267143221397,23.16785127686315
-22640.267143221397,23.16785127686315
303456.4799096343,-253.8207937705166
303456.4799096343,-253.8207937705166
321562.21022795077,-273.7426844859846
320253.0433974867,-272.0506514125947
323228.62680071476,-275.07091439894293
202240.05051056098,-168.5668812026701
201752.5337120936,-168.29629933663765
295983.2284067249,-248.6106354133822
165586.74526930533,-138.1201762393547
165586.74526930533,-138.1201762393547
165586.74526930533,-138.1201762393547
232267.17052756736,-194.48235503768493
232646.99288728146,-193.32845798065702
317334.26126771874,-270.1428048515095
235194.44761386237,-196.24273786740702
212703.65064652517,-179.387224666089
222224.94657307942,-185.41004614258168
147572.21947120258,-120.87702741158827
47286.66987026361,-41.14077235433375
29945.857074125328,-26.078757922353855
30365.996569289626,-27.088677549251567
122261.35199769137,-102.42543606039794
122261.35199769137,-102.42543606039794
122261.35199769137,-102.42543606039794
102366.88307436442,-85.46656026459335
102366.88307436442,-85.46656026459335
120929.69736682385,-101.38753648804835
163032.46719125938,-135.9226065998121
44561.29802799928,-33.93950725925655
-189346.23895492931,164.84827803305083
-60361.16339608355,49.75251129488984
-56399.71917261735,52.34173553911602
-93100.27560180504,83.35744963122269
-96827.17041956543,86.82806647325003
-142790.23752202987,121.38360776007983
-55944.06142209261,52.173018100640746
-58481.396312946934,49.876561543304646
-56827.402700601735,51.469926274555206
-58785.41213728324,49.125460478564726
-46395.63299442911,40.68778274936344
250592.78559996327,-213.2404281468554
197913.26719518786,-167.70932155028154
-18979.788065933964,16.356018486139046
-17074.2862702497,18.120551559760273
-34958.16383732154,29.620835280285483
-32111.923010307244,31.923498209484677
-32796.81509613822,31.8428070648264
-65440.34473339097,56.1629119807481
-140329.44509924063,122.96125829741369
-95218.51661153947,82.68195591245883
-258085.68066270155,220.18467963747304
226877.09591787934,-190.24829732299156
-228815.84259921478,194.23544979957606
-261936.14704905808,223.26172921777237
-206482.3347683078,177.08232600114553
-106869.0850311399,90.86752431501444
-106869.0850311399,90.86752431501444
54699.14031000346,-44.66422469112197
54699.14031000346,-44.66422469112197
8398.658178061098,-6.9617889328639375
-28718.171954741705,26.40669259447942
-29643.515708201412,25.025182223567292
-27893.961565391324,26.943279081234856
234121.96021511234,-198.68211151175558
151154.45587460248,-128.03680698505838
170858.52527140974,-142.1803670223483
170858.52527140974,-142.1803670223483
-151285.1186260657,130.183173992159
-151285.1186260657,130.183173992159
18517.36256296506,-10.967311894273383
-81671.62966905,74.65577070661996
82296.4889164407,-66.20531945782876
21201.59643543507,-16.4080936331719
258753.23337405626,-217.68230899099814
286288.6216816696,-239.21282034577317
286288.6216816696,-239.21282034577317
286288.6216816696,-239.21282034577317
